,seed,alpha,deg,n,d,method,time,sig_diff,TPR,FPR,SHM
1,1234,0.01,3,50,9,0,0.008,0,0.285714286,0.029850746,9
2,1235,0.01,3,50,9,0,0.004,0,0.157894737,0.016129032,13
3,1236,0.01,3,50,9,0,0.003,0,0.142857143,0.029850746,14
4,1237,0.01,3,50,9,0,0.004,0,0.25,0.016393443,9
5,1238,0.01,3,50,9,0,0.003,0,0.125,0,13
6,1239,0.01,3,50,9,0,0.003,0,0.166666667,0,5
7,1240,0.01,3,50,9,0,0.003,0,0.133333333,0.03030303,13
8,1241,0.01,3,50,9,0,0.004,0,0.357142857,0.044776119,12
9,1242,0.01,3,50,9,0,0.003,0,0.333333333,0.028985507,9
10,1243,0.01,3,50,9,0,0.004,0,0.222222222,0.031746032,15
11,1244,0.01,3,50,9,0,0.003,0,0.2,0.015151515,12
12,1245,0.01,3,50,9,0,0.003,0,0.066666667,0.015151515,14
13,1246,0.01,3,50,9,0,0.003,0,0.076923077,0.014705882,11
14,1247,0.01,3,50,9,0,0.003,0,0.076923077,0,17
15,1248,0.01,3,50,9,0,0.001,0,0,0,10
16,1249,0.01,3,50,9,0,0.003,0,0,0.028985507,12
17,1250,0.01,3,50,9,0,0.004,0,0.294117647,0.03125,12
18,1251,0.01,3,50,9,0,0.003,0,0.045454545,0.050847458,17
19,1252,0.01,3,50,9,0,0.006,0,0.117647059,0.03125,16
20,1253,0.01,3,50,9,0,0.003,0,0.1,0.032786885,17
21,1254,0.01,3,50,9,0,0.004,0,0.111111111,0.031746032,14
22,1255,0.01,3,50,9,0,0.003,0,0.066666667,0.015151515,12
23,1256,0.01,3,50,9,0,0.007,0,0.2,0.045454545,13
24,1257,0.01,3,50,9,0,0.003,0,0.2,0.028169014,7
25,1258,0.01,3,50,9,0,0.003,0,0.086956522,0,16
26,1259,0.01,3,50,9,0,0.002,0,0.166666667,0.01754386,18
27,1260,0.01,3,50,9,0,0.002,0,0.111111111,0.013888889,8
28,1261,0.01,3,50,9,0,0.002,0,0.166666667,0.057971014,13
29,1262,0.01,3,50,9,0,0.003,0,0.142857143,0,9
30,1263,0.01,3,50,9,0,0.003,0,0.19047619,0.033333333,18
31,1264,0.01,3,50,9,0,0.002,0,0.272727273,0.042857143,10
32,1265,0.01,3,50,9,0,0.001,0,0,0,14
33,1266,0.01,3,50,9,0,0.003,0,0.176470588,0.015625,12
34,1267,0.01,3,50,9,0,0.002,0,0.096774194,0.02,23
35,1268,0.01,3,50,9,0,0.002,0,0.333333333,0.028985507,10
36,1269,0.01,3,50,9,0,0.008,0,0.111111111,0.031746032,15
37,1270,0.01,3,50,9,0,0.007,0,0.227272727,0.016949153,12
38,1271,0.01,3,50,9,0,0.002,0,0.095238095,0.033333333,17
39,1272,0.01,3,50,9,0,0.002,0,0.277777778,0.015873016,12
40,1273,0.01,3,50,9,0,0.003,0,0.210526316,0,12
41,1274,0.01,3,50,9,0,0.002,0,0.15,0.016393443,12
42,1275,0.01,3,50,9,0,0.002,0,0.25,0.014492754,9
43,1276,0.01,3,50,9,0,0.002,0,0.071428571,0.014925373,13
44,1277,0.01,3,50,9,0,0.003,0,0.125,0,14
45,1278,0.01,3,50,9,0,0.002,0,0.277777778,0.047619048,12
46,1279,0.01,3,50,9,0,0.002,0,0.125,0.030769231,15
47,1280,0.01,3,50,9,0,0.003,0,0.2,0.017857143,14
48,1281,0.01,3,50,9,0,0.002,0,0.148148148,0.037037037,19
49,1282,0.01,3,50,9,0,0.002,0,0.08,0,17
50,1283,0.01,3,50,9,0,0.003,0,0.142857143,0.029850746,12
101,1234,0.01,5,50,9,0,0.002,0,0.060606061,0,23
102,1235,0.01,5,50,9,0,0.003,0,0.04,0.017857143,23
103,1236,0.01,5,50,9,0,0.005,0,0.096774194,0.02,22
104,1237,0.01,5,50,9,0,0.002,0,0.142857143,0.018867925,22
105,1238,0.01,5,50,9,0,0.002,0,0.08,0.035714286,25
106,1239,0.01,5,50,9,0,0.002,0,0.137931034,0.038461538,24
107,1240,0.01,5,50,9,0,0.002,0,0.027027027,0.022727273,26
108,1241,0.01,5,50,9,0,0.007,0,0.12,0.089285714,24
109,1242,0.01,5,50,9,0,0.002,0,0.090909091,0.041666667,24
110,1243,0.01,5,50,9,0,0.002,0,0.034482759,0.019230769,25
111,1244,0.01,5,50,9,0,0.002,0,0.096774194,0.06,27
112,1245,0.01,5,50,9,0,0.003,0,0.083333333,0.070175439,21
113,1246,0.01,5,50,9,0,0.002,0,0.129032258,0.04,27
114,1247,0.01,5,50,9,0,0.005,0,0.230769231,0.036363636,20
115,1248,0.01,5,50,9,0,0.003,0,0.161290323,0.02,18
116,1249,0.01,5,50,9,0,0.002,0,0.1,0.019607843,25
117,1250,0.01,5,50,9,0,0.002,0,0.136363636,0.050847458,19
118,1251,0.01,5,50,9,0,0.006,0,0.115384615,0.054545455,23
119,1252,0.01,5,50,9,0,0.003,0,0.12,0.053571429,22
120,1253,0.01,5,50,9,0,0.009,0,0.2,0.015151515,13
121,1254,0.01,5,50,9,0,0.004,0,0.071428571,0.075471698,24
122,1255,0.01,5,50,9,0,0.004,0,0.148148148,0.074074074,20
123,1256,0.01,5,50,9,0,0.003,0,0.105263158,0.046511628,27
124,1257,0.01,5,50,9,0,0.004,0,0.083333333,0.03030303,29
125,1258,0.01,5,50,9,0,0.005,0,0.074074074,0.037037037,20
126,1259,0.01,5,50,9,0,0.004,0,0.210526316,0.032258065,14
127,1260,0.01,5,50,9,0,0.004,0,0.035714286,0.056603774,27
128,1261,0.01,5,50,9,0,0.004,0,0.096774194,0.02,24
129,1262,0.01,5,50,9,0,0.003,0,0.103448276,0.038461538,22
130,1263,0.01,5,50,9,0,0.004,0,0.086956522,0.068965517,20
131,1264,0.01,5,50,9,0,0.004,0,0.064516129,0.04,23
132,1265,0.01,5,50,9,0,0.004,0,0.08,0.035714286,24
133,1266,0.01,5,50,9,0,0.003,0,0.125,0.01754386,18
134,1267,0.01,5,50,9,0,0.003,0,0.086956522,0.034482759,19
135,1268,0.01,5,50,9,0,0.003,0,0.121212121,0,24
136,1269,0.01,5,50,9,0,0.004,0,0.083333333,0.052631579,23
137,1270,0.01,5,50,9,0,0.003,0,0.12,0.053571429,24
138,1271,0.01,5,50,9,0,0.004,0,0.166666667,0.035087719,17
139,1272,0.01,5,50,9,0,0.003,0,0.125,0.01754386,22
140,1273,0.01,5,50,9,0,0.003,0,0,0.035714286,25
141,1274,0.01,5,50,9,0,0.003,0,0.125,0.01754386,16
142,1275,0.01,5,50,9,0,0.003,0,0.08,0.053571429,21
143,1276,0.01,5,50,9,0,0.002,0,0.121212121,0.041666667,25
144,1277,0.01,5,50,9,0,0.002,0,0.208333333,0.01754386,18
145,1278,0.01,5,50,9,0,0.002,0,0.083333333,0,19
146,1279,0.01,5,50,9,0,0.002,0,0.24,0,18
147,1280,0.01,5,50,9,0,0.003,0,0.185185185,0.018518519,18
148,1281,0.01,5,50,9,0,0.002,0,0.095238095,0.066666667,19
149,1282,0.01,5,50,9,0,0.002,0,0.166666667,0.047619048,17
150,1283,0.01,5,50,9,0,0.009,0,0.103448276,0.038461538,22
201,1234,0.01,3,50,9,1,0.003,6.484878237,0.142857143,0.029850746,10
202,1235,0.01,3,50,9,1,0.002,5.8185007,0.157894737,0.016129032,13
203,1236,0.01,3,50,9,1,0,8.193839275,0,0,14
204,1237,0.01,3,50,9,1,0.002,7.57997939,0.1,0,10
205,1238,0.01,3,50,9,1,0.008,4.026318473,0.0625,0.015384615,15
206,1239,0.01,3,50,9,1,0.002,5.989384702,0.083333333,0.014492754,7
207,1240,0.01,3,50,9,1,0.002,9.307048801,0.066666667,0.015151515,13
208,1241,0.01,3,50,9,1,0.002,6.841491522,0.214285714,0.014925373,12
209,1242,0.01,3,50,9,1,0.002,5.954693201,0.25,0.014492754,9
210,1243,0.01,3,50,9,1,0.006,5.437444864,0.166666667,0.015873016,15
211,1244,0.01,3,50,9,1,0.002,5.20725976,0.133333333,0,12
212,1245,0.01,3,50,9,1,0.002,6.725157527,0.133333333,0.03030303,13
213,1246,0.01,3,50,9,1,0.002,6.587094949,0.153846154,0.029411765,11
214,1247,0.01,3,50,9,1,0.002,6.755444115,0.038461538,0.018181818,19
215,1248,0.01,3,50,9,1,0.002,8.287817273,0.235294118,0,8
216,1249,0.01,3,50,9,1,0.003,5.026041847,0.166666667,0.028985507,12
217,1250,0.01,3,50,9,1,0.002,6.310502885,0.058823529,0.015625,14
218,1251,0.01,3,50,9,1,0.002,4.345164211,0.045454545,0.016949153,18
219,1252,0.01,3,50,9,1,0.002,4.904433534,0.058823529,0.015625,16
220,1253,0.01,3,50,9,1,0.001,4.942132045,0,0,17
221,1254,0.01,3,50,9,1,0.002,6.88981245,0.111111111,0.031746032,14
222,1255,0.01,3,50,9,1,0.003,6.908175631,0.133333333,0,11
223,1256,0.01,3,50,9,1,0.002,4.723508948,0.133333333,0,12
