,seed,alpha,deg,n,d,method,time,sig_diff,TPR,FPR,SHM
51,1234,0.05,3,100,27,0,0.004,0,0.302325581,0.013119534,32
52,1235,0.05,3,100,27,0,0.004,0,0.367346939,0.010294118,32
53,1236,0.05,3,100,27,0,0.009,0,0.3,0.014727541,41
54,1237,0.05,3,100,27,0,0.004,0,0.428571429,0.011764706,32
55,1238,0.05,3,100,27,0,0.004,0,0.389830508,0.010447761,40
56,1239,0.05,3,100,27,0,0.004,0,0.473684211,0.015918958,27
57,1240,0.05,3,100,27,0,0.003,0,0.254545455,0.014836795,40
58,1241,0.05,3,100,27,0,0.004,0,0.35,0.015965167,30
59,1242,0.05,3,100,27,0,0.005,0,0.413043478,0.007320644,30
60,1243,0.05,3,100,27,0,0.005,0,0.474576271,0.004477612,31
61,1244,0.05,3,100,27,0,0.004,0,0.319148936,0.01026393,32
62,1245,0.05,3,100,27,0,0.004,0,0.333333333,0.01179941,35
63,1246,0.05,3,100,27,0,0.004,0,0.361111111,0.014430014,27
64,1247,0.05,3,100,27,0,0.003,0,0.352941176,0.004424779,31
65,1248,0.05,3,100,27,0,0.004,0,0.361702128,0.01026393,31
66,1249,0.05,3,100,27,0,0.012,0,0.340909091,0.01459854,35
67,1250,0.05,3,100,27,0,0.003,0,0.306122449,0.008823529,35
68,1251,0.05,3,100,27,0,0.004,0,0.333333333,0.013043478,31
69,1252,0.05,3,100,27,0,0.004,0,0.465116279,0.011661808,25
70,1253,0.05,3,100,27,0,0.004,0,0.304347826,0.014641288,34
71,1254,0.05,3,100,27,0,0.004,0,0.377777778,0.013157895,34
72,1255,0.05,3,100,27,0,0.011,0,0.38,0.010309278,32
73,1256,0.05,3,100,27,0,0.007,0,0.333333333,0.014619883,35
74,1257,0.05,3,100,27,0,0.004,0,0.325,0.013062409,33
75,1258,0.05,3,100,27,0,0.003,0,0.307692308,0.007385524,34
76,1259,0.05,3,100,27,0,0.004,0,0.372881356,0.008955224,41
77,1260,0.05,3,100,27,0,0.01,0,0.298245614,0.010416667,40
78,1261,0.05,3,100,27,0,0.012,0,0.342857143,0.0129683,25
79,1262,0.05,3,100,27,0,0.004,0,0.227272727,0.016058394,37
80,1263,0.05,3,100,27,0,0.004,0,0.35,0.00896861,41
81,1264,0.05,3,100,27,0,0.004,0,0.369565217,0.010248902,30
82,1265,0.05,3,100,27,0,0.003,0,0.285714286,0.011887073,41
83,1266,0.05,3,100,27,0,0.004,0,0.431372549,0.004424779,28
84,1267,0.05,3,100,27,0,0.005,0,0.351851852,0.016296296,39
85,1268,0.05,3,100,27,0,0.004,0,0.319148936,0.007331378,32
86,1269,0.05,3,100,27,0,0.01,0,0.456140351,0.005952381,31
87,1270,0.05,3,100,27,0,0.005,0,0.388888889,0.007407407,31
88,1271,0.05,3,100,27,0,0.004,0,0.384615385,0.005908419,28
89,1272,0.05,3,100,27,0,0.004,0,0.31372549,0.01179941,37
90,1273,0.05,3,100,27,0,0.01,0,0.375,0.010401189,37
91,1274,0.05,3,100,27,0,0.004,0,0.372093023,0.013119534,30
92,1275,0.05,3,100,27,0,0.008,0,0.432432432,0.011560694,25
93,1276,0.05,3,100,27,0,0.004,0,0.346153846,0.014771049,40
94,1277,0.05,3,100,27,0,0.004,0,0.25,0.016152717,37
95,1278,0.05,3,100,27,0,0.004,0,0.348837209,0.010204082,27
96,1279,0.05,3,100,27,0,0.004,0,0.314814815,0.01037037,41
97,1280,0.05,3,100,27,0,0.004,0,0.170212766,0.026392962,45
98,1281,0.05,3,100,27,0,0.004,0,0.306122449,0.011764706,39
99,1282,0.05,3,100,27,0,0.008,0,0.486486486,0.010115607,23
100,1283,0.05,3,100,27,0,0.004,0,0.236842105,0.024602026,37
151,1234,0.05,5,100,27,0,0.004,0,0.25862069,0.016393443,46
152,1235,0.05,5,100,27,0,0.004,0,0.310344828,0.011922504,44
153,1236,0.05,5,100,27,0,0.004,0,0.2,0.013867488,62
154,1237,0.05,5,100,27,0,0.004,0,0.329113924,0.007692308,51
155,1238,0.05,5,100,27,0,0.004,0,0.28358209,0.010574018,48
156,1239,0.05,5,100,27,0,0.004,0,0.338235294,0.007564297,45
157,1240,0.05,5,100,27,0,0.005,0,0.439393939,0.004524887,38
158,1241,0.05,5,100,27,0,0.004,0,0.267605634,0.009118541,50
159,1242,0.05,5,100,27,0,0.005,0,0.413333333,0.001529052,42
160,1243,0.05,5,100,27,0,0.005,0,0.35443038,0.004615385,52
161,1244,0.05,5,100,27,0,0.004,0,0.359375,0.009022556,42
162,1245,0.05,5,100,27,0,0.004,0,0.348837209,0.00311042,54
163,1246,0.05,5,100,27,0,0.004,0,0.279411765,0.009077156,46
164,1247,0.05,5,100,27,0,0.009,0,0.3,0.003081664,56
165,1248,0.05,5,100,27,0,0.004,0,0.343283582,0.006042296,43
166,1249,0.05,5,100,27,0,0.005,0,0.364864865,0.009160305,48
167,1250,0.05,5,100,27,0,0.011,0,0.294117647,0.016641452,52
168,1251,0.05,5,100,27,0,0.004,0,0.36,0.004587156,45
169,1252,0.05,5,100,27,0,0.004,0,0.411764706,0.006051437,39
170,1253,0.05,5,100,27,0,0.004,0,0.297297297,0.013740458,53
171,1254,0.05,5,100,27,0,0.004,0,0.265625,0.010526316,48
172,1255,0.05,5,100,27,0,0.004,0,0.363636364,0.009049774,44
173,1256,0.05,5,100,27,0,0.006,0,0.302631579,0.009188361,52
174,1257,0.05,5,100,27,0,0.005,0,0.397058824,0.007564297,42
175,1258,0.05,5,100,27,0,0.004,0,0.246153846,0.013554217,50
176,1259,0.05,5,100,27,0,0.004,0,0.320512821,0.003072197,50
177,1260,0.05,5,100,27,0,0.004,0,0.338461538,0.010542169,45
178,1261,0.05,5,100,27,0,0.004,0,0.37704918,0.005988024,39
179,1262,0.05,5,100,27,0,0.004,0,0.275362319,0.012121212,52
180,1263,0.05,5,100,27,0,0.006,0,0.333333333,0.007575758,47
181,1264,0.05,5,100,27,0,0.005,0,0.319444444,0.00608828,47
182,1265,0.05,5,100,27,0,0.005,0,0.319444444,0.01065449,50
183,1266,0.05,5,100,27,0,0.005,0,0.304878049,0.010819165,55
184,1267,0.05,5,100,27,0,0.011,0,0.2625,0.009244992,56
185,1268,0.05,5,100,27,0,0.012,0,0.413333333,0.00764526,45
186,1269,0.05,5,100,27,0,0.004,0,0.357142857,0.009104704,50
187,1270,0.05,5,100,27,0,0.004,0,0.3625,0.00770416,53
188,1271,0.05,5,100,27,0,0.004,0,0.320512821,0.006144393,51
189,1272,0.05,5,100,27,0,0.004,0,0.358024691,0.00462963,50
190,1273,0.05,5,100,27,0,0.004,0,0.297297297,0.007633588,49
191,1274,0.05,5,100,27,0,0.007,0,0.373333333,0.009174312,47
192,1275,0.05,5,100,27,0,0.004,0,0.313432836,0.012084592,50
193,1276,0.05,5,100,27,0,0.004,0,0.328358209,0.010574018,48
194,1277,0.05,5,100,27,0,0.004,0,0.268292683,0.01236476,65
195,1278,0.05,5,100,27,0,0.004,0,0.263888889,0.01369863,56
196,1279,0.05,5,100,27,0,0.004,0,0.371428571,0.012139605,47
197,1280,0.05,5,100,27,0,0.004,0,0.310344828,0.013412817,45
198,1281,0.05,5,100,27,0,0.005,0,0.328947368,0.009188361,53
199,1282,0.05,5,100,27,0,0.008,0,0.32,0.013761468,55
200,1283,0.05,5,100,27,0,0.004,0,0.25,0.018376723,63
251,1234,0.05,3,100,27,1,0.008,41.64666938,0.11627907,0.017492711,43
252,1235,0.05,3,100,27,1,0.006,45.14392704,0.244897959,0.011764706,36
253,1236,0.05,3,100,27,1,0.005,44.27880553,0.22,0.010309278,42
254,1237,0.05,3,100,27,1,0.005,45.64091014,0.285714286,0.016176471,41
255,1238,0.05,3,100,27,1,0.005,42.35450961,0.203389831,0.020895522,54
256,1239,0.05,3,100,27,1,0.004,43.80492743,0.157894737,0.02170767,37
257,1240,0.05,3,100,27,1,0.004,46.59395961,0.236363636,0.013353116,41
258,1241,0.05,3,100,27,1,0.004,46.89115891,0.225,0.017416546,34
259,1242,0.05,3,100,27,1,0.006,41.33461388,0.326086957,0.010248902,35
260,1243,0.05,3,100,27,1,0.004,44.25516656,0.220338983,0.013432836,47
261,1244,0.05,3,100,27,1,0.008,42.49562428,0.319148936,0.013196481,35
262,1245,0.05,3,100,27,1,0.004,44.89390278,0.196078431,0.014749263,44
263,1246,0.05,3,100,27,1,0.004,42.23451806,0.277777778,0.015873016,35
264,1247,0.05,3,100,27,1,0.004,45.03451792,0.176470588,0.016224189,45
265,1248,0.05,3,100,27,1,0.005,42.73726102,0.234042553,0.011730205,37
266,1249,0.05,3,100,27,1,0.004,41.80302097,0.272727273,0.013138686,36
267,1250,0.05,3,100,27,1,0.003,40.0735712,0.183673469,0.016176471,41
268,1251,0.05,3,100,27,1,0.004,42.41798055,0.307692308,0.014492754,34
269,1252,0.05,3,100,27,1,0.004,45.27874615,0.302325581,0.013119534,34
270,1253,0.05,3,100,27,1,0.004,42.9021976,0.130434783,0.014641288,45
271,1254,0.05,3,100,27,1,0.006,44.00434366,0.222222222,0.019005848,44
272,1255,0.05,3,100,27,1,0.004,44.57863185,0.24,0.019145803,44
273,1256,0.05,3,100,27,1,0.004,42.48207791,0.288888889,0.010233918,35
274,1257,0.05,3,100,27,1,0.008,42.9533364,0.15,0.014513788,40
275,1258,0.05,3,100,27,1,0.011,41.01806007,0.326923077,0.010339734,37
